version,name,aa,ppg,srm,attenuation,temperature_range,description,alcohol_tolerance,flocculation
fermentable_sugar,"Candi Sugar, Brown (Soft) - 40°L",,1.032,40,,,"Use this soft candi sugar in all of your Belgian beers to impart a wonderfully soft and well-rounded flavor that you have never had in your beers before! A by-product of the rock candi and candi syrup making processes, soft sugar is made up of tiny crystals of beet sugar that have been removed from the syrup by way of a centrifuge. These crystals have a more intense flavor than the traditional sugar rocks American brewers are used to seeing. This is the same candi sugar used by the famous Rochefort brewery in Belgium. Dark brown Soft Candi Sugar is full of dark candi syrup flavor but has a higher sugar content and is easier for some breweries to handle over a liquid sugar. ",,
fermentable_sugar,"Candi Sugar, Clear (Hard) - 0°L",,1.046,0,,,"Imported from Belgium, this sugar is refined from sugar beets, and is 100% fermentable. 0°L.",,
fermentable_sugar,"Candi Sugar, Dark (Hard) - 275°L",,1.046,100,,,"Imported from Belgium, this sugar is refined from sugar beets, and is 100% fermentable. Rated at 275°L; actual color contribution is lower.",,
fermentable_sugar,"Candi Syrup, Clear - 0°L",,1.032,0,,,"A premium clear Belgian candi syrup made from beet sugar. Provides clean honey-like flavor to light Belgian Ales. Great for Tripels, Golden Strong ales, or anytime you're looking for increased drinkability and complexity",,
fermentable_sugar,"Candi Syrup, Amber - 45°L",,1.032,45,,,"This premium amber Belgian candi syrup is perfect for amber and brown Belgian ales. The syrup is made from beet sugar and has flavors of toffee, vanilla, and toasted bread.",,
fermentable_sugar,"Candi Syrup, Dark - 90°L",,1.032,80,,,"D-90 is a versatile dark candi syrup made with pure beet sugar. This syrup creates an unmistakable and subtle chocolate back-palate, toffee, and toasted bread flavors.",,
fermentable_sugar,"Candi Syrup, D2 - 180°L",,1.032,180,,,"This premium extra dark Belgian candi syrup is made from beet sugar and date sugar and has deep flavors of fresh ground coffee, dark fruit, and toasted bread. Perfect for use in dark Belgian ales. 180 SRM",,
fermentable_sugar,Cane Sugar - 0°L,,1.046,0,,,Sucrose,,
fermentable_sugar,Corn Sugar - 0°L,,1.042,0,,,Dextrose,,
fermentable_sugar,"Honey, Basswood - 2°L",,1.040,2,,,Basswood is an ornamental shade tree that produces cream-colored flowers known for their nectar. Basswood honey has a fresh taste similar to green ripening fruit and a distinctive lingering flavor. ,,
fermentable_sugar,"Honey, Buckwheat - 8°L",,1.040,8,,,Buckwheat honey is pungent in flavor with molasses and malty tones and a lingering aftertaste. Buckwheat honey is also very dark in color.,,
fermentable_sugar,"Honey, Clover - 1°L",,1.040,1,,,Clover honey is light in color with a floral flavor and a pleasant mild taste.,,
fermentable_sugar,"Honey, Dandelion - 2°L",,1.040,2,,,Dandelion honey is rare and original becuuse it is harvested in late spring/early summer and is made from the nectar of dandelion flowers. It is yellow in color like the flower and is very sweet.,,
fermentable_sugar,"Honey, Orange Blossom - 2°L",,1.040,2,,,"Orange blossom honey is mild, with citrus-orange notes.",,
fermentable_sugar,"Honey, White Sage - 3°L",,1.040,3,,,"Delicate and light with a predominant sweet, clover-like flavor and an elegant floral aftertaste.",,
fermentable_sugar,"Honey, Wildflower - 4°L",,1.040,4,,,Light amber in color and is very sweet and robust. This wildflower is produced by placing hives in prairies and grasslands where bees have access to a wide variety of wild plants. The honey is naturally blended by the bees as they visit many different nectar sources.,,
fermentable_sugar,Lactose - 0°L,,1.035,0,,,"Lactose is a non-fermentable sugar used to sweeten Brown ales and Stouts. It gives a beer a creamy texture, or ""milky"" flavor as it is called in some countries. ",,
fermentable_sugar,Lyle's Golden Syrup - 0°L,,1.036,0,,,,,
fermentable_sugar,Maltodextrine - 0°L,,1.040,0,,,"Maltodextrine is used largely in low gravity beers, and is a non-fermentable sugar added to the boil (up to 8 ounces in a 5 gallon batch) to add body and mouth-feel to the beer. Maltodextrine does not produce any flavors, and does not add alcohol to your beer.",,
fermentable_sugar,Maple Syrup - 35°L,,1.031,35,,,"Maple syrup is a syrup usually made from the xylem sap of sugar maple, red maple, or black maple trees, although it can also be made from other maple species such as the bigleaf maple.",,
fermentable_sugar,"Molasses, Black Strap - 80°L",,1.040,80,,,"Molasses is a viscous by-product of the processing of sugar cane, grapes or sugar beets into sugar.",,
fermentable_sugar,"Molasses, Full Flavor - 80°L",,1.040,80,,,"Molasses is a viscous by-product of the processing of sugar cane, grapes or sugar beets into sugar.",,
fermentable_sugar,"Molasses, Mild Flavor - 80°L",,1.040,80,,,"Molasses is a viscous by-product of the processing of sugar cane, grapes or sugar beets into sugar.",,
fermentable_sugar,Rice Syrup Solids - 0°L,,1.040,0,,,"Rice Syrup Solids are used to add alcohol and lighten the body of beers. You add them to the boil at the same time as your malt extract. This is the ingredient used in many American lagers, such as the ""King"" of beers. ",,
fermentable_sugar,Treacle - 100°L,,1.035,100,,,"Treacle is any syrup made during the refining of sugar and is defined as "" uncrystallized syrup produced in refining sugar"".",,
fermentable_sugar,Turbinado - 10°L,,1.044,10,,,Turbinado sugar is a raw sugar that is obtained or crystallized from the initial pressing of sugar cane.,,
fermentable_juice,Mott's Original 100% Apple Juice - 2°L,,1.051,2,,,,,
hops,Admiral,14.75,,,,,Known for its bittering potential.,,
hops,Aged Debittered Hops,0,,,,,Used in brewing Lambics,,
hops,Ahtanum,5,,,,,"Floral, citrus, sharp, and piney.",,
hops,Amarillo,8.5,,,,,"A flowery, citrus-like aroma with medium bittering value that is gaining acceptance as a substitute for Cascade due to its hardy nature.",,
hops,Apollo,17,,,,,Strong grapefruit,,
hops,Aurora,7,,,,,European aroma,,
hops,Belma,12,,,,,"very orange, slight grapefruit, tropical (but not mango/guava, more like pineapple), strawberry, and melon",,
hops,Bramling Cross,6,,,,,"Quite mild, fruity currant aroma.",,
hops,Bravo,16,,,,,Pleasant fruity and floral aroma,,
hops,Brewer's Gold,8.5,,,,,Bittering hop with neutral aroma character.,,
hops,Bullion,7.75,,,,,A rich hop primarily used for bittering. Intense blackcurrant aroma.,,
hops,Cascade (Aregentina),4,,,,,Different than US grown Cascades with more of a spicy flavor and lemony aroma.,,
hops,Cascade (New Zealand),7,,,,,"Similar to US Cascade, has floral, citrus grapefruit character.",,
hops,Cascade (U.S.),5.75,,,,,"Pleasant, flowery, spicy, and citrusy. Can have a grapefruit flavor.",,
hops,Calypso,15,,,,,"Dual purpose, pleasently complex, fruity aroma, hints of pear and apple, notes of earthy tea.",,
hops,Celeia,4.5,,,,,"Moderate and pleasant zesty bitterness with matching floral aroma, making its use widespread in both ale and lager brewing. Stores very well.",,
hops,Centennial,9.75,,,,,Medium with floral and citrus tones.,,
hops,Challenger,7.5,,,,,"Mild to moderate, quite spicy.",,
hops,Chelan,13.25,,,,,Similar to galena,,
hops,Chinook,12,,,,,"Mild to medium-heavy, spicy, piney, and grapefruity.",,
hops,Citra,12.5,,,,,"Fruity, passionfruit",,
hops,Cluster,7.5,,,,,Medium and quite spicy.,,
hops,Columbus,13.5,,,,,"Earthy, spicy, pungent, with a light citrus character.",,
hops,Comet,11,,,,,"bittering hop, wild american aroma",,
hops,Crystal,3.25,,,,,"Mild and pleasant, spicy and flowery.",,
hops,Delta,6,,,,,"Slightly spicy, hint of citrus",,
hops,East Kent Goldings,5,,,,,"Gentle, fragrant, and pleasant.",,
hops,El Dorado,14,,,,,"Tropical, pear, candy, watermelon, stone fruit and fresh-cut grass",,
hops,Eroica,11,,,,,Strong but pleasant aroma.,,
hops,Falconer's Flight,11,,,,,"Tropical Fruit, Citrus, floral, lemon and Grapefruit character (the best of the best)",,
hops,Falconer's Flight 7Cs,9,,,,,"Strong Fruit, Citrus, Spicy, earthy (the best of the best)",,
hops,First Gold,7,,,,,A little like Golding family; spicy.,,
hops,Fuggle (U.K.),5,,,,,"Mild, pleasant, hoppy, and robust.",,
hops,Fuggle (U.S.),5,,,,,"Mild and pleasant, earthy and fruity.",,
hops,Galaxy,13,,,,,"Dual purpose hop, citrus, passionfruit",,
hops,Galena,12,,,,,"Medium but pleasant hoppiness, citrusy.",,
hops,Glacier,7,,,,,Dual purpose hop with a citrus earthy aroma.,,
hops,Goldings (U.S.),5,,,,,"Mild, extremely pleasant, and gently hoppy.",,
hops,Green Bullet,12,,,,,Dual purpose hop.,,
hops,Hallertau (German),6,,,,,Known for its aromatic properties similar to Hallertauer.,,
hops,Hallertau (U.S),4,,,,,"Very mild, pleasant, and slightly flowery, some spicy.",,
hops,Hallertau Aroma,7,,,,,A dual purpose hop which has been used to replace Perle,,
hops,Hallertauer Mittelfruh,4,,,,,Mild and pleasant.,,
hops,Hallertau Pacific,5,,,,,An aroma hop with some citrus and floral character,,
hops,Hallertauer Tradition,4,,,,,Known for its aromatic properties. A replacement for Hallertauer Mittelfrüh.,,
hops,Herald,12,,,,,New dual-purpose hop,,
hops,Herkules,14,,,,,High-alpha bittering hop with pronounced spicy profile. Use in hoppy German ales or lagers.,,
hops,Hersbrucker,4,,,,,"Mild to semi-strong, pleasant, hoppy.",,
hops,Horizon,13,,,,,Pleasantly hoppy.,,
hops,Legacy,8,,,,,"Dual purpose, floral, blackcurrant and spicy aroma",,
hops,Liberty,5,,,,,"Mild and clean aroma, slightly spicy character.",,
hops,Lublin (Lubelski),4,,,,,"Mild and typical of noble aroma types, spicy, herbal.",,
hops,Magnum (Germany),13,,,,,Known for bittering value and quality.  Aromatic nature is one of spice and citrus,,
hops,Magnum (U.S.),13,,,,,Very clean floral aroma,,
hops,Marynka (New Zealand),7,,,,,New aroma hop,,
hops,Marynka (Polish),10,,,,,New hop variety with intense aroma,,
hops,Merkur,13,,,,,"Excellent bittering power with stronger aroma than Magnum - earthy, floral, Hallertau-like. ",,
hops,Millenium,13,,,,,"Mild, herbal, similar to Nugget.",,
hops,Mosaic,12,,,,,"Mango, lemon, citrus, earthy pine, tropical fruit, herbal and stone fruit notes",,
hops,Motueka,7,,,,,New aroma hop,,
hops,Mt. Hood,5,,,,,"Mild, pleasant, and clean, somewhat pungent and resiny.",,
hops,Mt. Ranier,7,,,,,"Licorice, hint of citrus",,
hops,Nelson Sauvin,13,,,,,Unique hop with grape-like flavor,,
hops,Newport,15,,,,,"Mild herbal, citrus aroma",,
hops,Northdown,8,,,,,Fruity with some spiciness.,,
hops,Northern Brewer (German),8,,,,,Medium-strong with some wild tones.,,
hops,Northern Brewer (U.K.),9,,,,,Medium-strong with some wild tones.,,
hops,Northern Brewer (U.S.),8,,,,,Medium-strong with some wild tones.,,
hops,Northwest Golding,4,,,,,Known for aromatic properties.,,
hops,Nugget,12,,,,,"Quite heavy and herbal, with pear and peach notes",,
hops,Olympic,12,,,,,"Mild to medium, citrusy aroma, spicy.",,
hops,Omega,8,,,,,Bittering,,
hops,Opal,6,,,,,A new spicy hop variety.,,
hops,Pacific Gem,14,,,,,Bittering hop with a woody character.,,
hops,Pacific Jade,13,,,,,"A ""soft"" bittering hop with spicy and citrus aroma qualities.",,
hops,Pacifica,5,,,,,An aroma hop with some citrus and floral character,,
hops,Palisade,7,,,,,Clean floral charcter,,
hops,Perle (German),7,,,,,"Moderately intense, good and hoppy, fruity, minty and a little spicy.",,
hops,Perle (U.S.),7,,,,,"Known for its aromatic and bittering properties, pleasant and slightly spicy.",,
hops,Phoenix,10,,,,,Similar to U.K. Challenger.,,
hops,Pilgram,11,,,,,"Powerful bittering with nice, citric hop aroma.",,
hops,Pilot,10,,,,,"Mild, herbal, grassy, with lemon hints.",,
hops,Pioneer,9,,,,,Moderate bitterness and citrus characteristics.,,
hops,Premiant,10,,,,,A dual purpose variety with a balanced bitterness and slightly spicy aroma,,
hops,Pride of Ringwood,8,,,,,"Quite pronounced, woody, earthy, herbal.",,
hops,Progress,6,,,,,"Moderately strong, good aroma.",,
hops,Riwaka,5,,,,,"Citrusy, grapefruit aroma hop",,
hops,Saaz (Czech),4,,,,,"Very mild with pleasant hoppy notes, earthy, spicy, and herbal.",,
hops,Saaz (U.S),4,,,,,"Mild and pleasant, earthy and spicy.",,
hops,Santiam,7,,,,,Noble characteristics.,,
hops,Saphir,3,,,,,Mild aroma hop.,,
hops,Satus,13,,,,,Known for its bittering and aromatic properties.,,
hops,Select,5,,,,,noble-type aroma,,
hops,Serebrianka,4,,,,,Light perfume,,
hops,Simcoe,13,,,,,pine or wood character with notes of passionfruit or apricot.,,
hops,Sladek,5,,,,,A dual-purpose Saaz hybrid.,,
hops,Smaragd,5,,,,,"Aroma variety, pronounced fruity notes",,
hops,Sonnet Golding,7,,,,,"New variety, no pedigree or profile available yet",,
hops,Sorachi Ace,14,,,,,Bittering hop with lemony aroma,,
hops,Southern Cross,12,,,,,"Piney, resinous bittering hop",,
hops,Sovereign,5,,,,,Noble characteristics.,,
hops,Spalt,5,,,,,"Mild and pleasant, slightly spicy.",,
hops,Spalt Select (German),5,,,,,Very fine Spalter-type aroma.,,
hops,Spalt Select (U.S),4,,,,,Medium intensity and pleasant hoppy qualities. Medium-strong aroma with wild American tones.,,
hops,Stella,15,,,,,"Aroma is richly piney on a bed of fruity, pleasant floral hoppiness.",,
hops,Sterling,7,,,,,"Herbal, spicy, pleasant aroma, hint of floral and citrus.",,
hops,Sticklebract,9,,,,,"A good alpha hop with a high Selinene content typical of many
English hops.",,
hops,Strisselspalt,4,,,,,"Medium intensity, pleasant, hoppy.",,
hops,Styrian Aurora,8,,,,,"Fruity, Spicy",,
hops,Styrian Bobek,5,,,,,"Earthy, slightly fruity",,
hops,Styrian Golding,5,,,,,"Delicate, slightly spicy.",,
hops,Summit,17,,,,,"Citrus, grapefruit",,
hops,Sun,13,,,,,High-alpha hop with intense character,,
hops,Super Alpha,11,,,,,"Earthy, piney bittering hop.",,
hops,Super Galena,15,,,,,citrus aroma,,
hops,Super Pride,14,,,,,A high alpha variety bred from Pride of Ringwood.,,
hops,Surly Furious Dry Hop Blend,12,,,,,A proprietary blend of hops used in Surly Furious,,
hops,Target,11,,,,,"Pleasant English hop aroma, quite intense.",,
hops,Tettnanger (German),4,,,,,"Mild and pleasant, slightly spicy, herbal.",,
hops,Tettnanger (U.S.),4,,,,,"An aromatic hop, mild and slightly spicy.",,
hops,Tillicum,13,,,,,Similar to galena,,
hops,Tomahawk,16,,,,,"Earthy, spicy, pungent, with a light citrus character.",,
hops,Topaz,16,,,,,"Rich and intense aroma of fleshy citrus and apricot, with a strong ""dank"" overtone and a hint of sulfur.",,
hops,Tradition,6,,,,,Very fine and similar to Hallertauer Mittelfrüh.,,
hops,Ultra,3,,,,,"Very good to outstanding, some Saaz-like qualities. Aromatic properties similar to Hallertauer.",,
hops,Vanguard,5,,,,,Aroma similar to continental European types.,,
hops,Wakatu,7,,,,,Restrained floral atop freshly zested lime,,
hops,Warrior,16,,,,,A bittering and aromatic hop.,,
hops,Whitbread Golding,6,,,,,"Quite pleasant and hoppy, moderately intense.",,
hops,Willamette,5,,,,,"Mild and pleasant, slightly spicy, fruity, floral, a little earthy.",,
hops,Yakima Cluster,7,,,,,Used as a kettle hop for bittering.,,
hops,Yeoman,12,,,,,Similar to target,,
hops,Zenith,9,,,,,Aroma,,
hops,Zeus,15,,,,,"Earthy, spicy, pungent, with a light citrus character.",,
hops,Zythos,11,,,,,"Zythos is strongly aromatic, with tangerine, lemon, grapefruit, and pine notes.",,
,-----Spices-----,,,,,,,,
flavoring,"Cacao Nibs, Ghana",,,,,,"Cacao nibs are crushed pieces of cocoa beans that can be added to a secondary fermentation to provide a distinct and natural chocolate flavor. These pure cacao nibs are intensely flavorful and chocolately. The nibs from Ghana are very roastey and earthy, providing a dark, smooth chocolate flavor. ",,
flavoring,"Cacao Nibs, Papua New Guinea",,,,,,Cacao nibs are crushed pieces of cocoa beans that can be added to a secondary fermentation to provide a distinct and natural chocolate flavor. These pure cacao nibs are intensely flavorful and chocolately. The nibs from Papua New Guinea are bright and acidic with a sharp chocolate taste.,,
flavoring,Cardamom Seed,,,,,,"Cardamom has a pleasant, spicy cola-like flavor; sometimes used in Belgian ales.",,
flavoring,"Cinnamon, Pieces",,,,,,,,
flavoring,"Cinnamon, Sticks",,,,,,"A ""warm-tasting"" spice, used in ciders, holiday ales, and pumpkin beers. ",,
flavoring,Coriander Seed,,,,,,"Coriander has a spicy, slightly lemony aroma and flavor. Finely crush the seeds and add at the end of the boil for spiced beer and Belgian ales (particularly Witbier).",,
flavoring,"Elderberries, Dried",,,,,,Provide color and aroma to wine.,,
flavoring,"Elderflowers, Dried",,,,,,Often added to wine to enhance flavor.,,
flavoring,"Ginger, Crystallized",,,,,,"These tender baby ginger roots are harvested when they're the most flavorful, but not harsh. They're then coated in sugar, for preservation. They add a substantial spicy, gingery flavor and aroma. They can be added at the end of a boil, or to secondary. Use 1-2 oz. per 5 gallons. Soak them in enough vodka or similar neutral spirit to cover for 24 hours if adding to secondary. ",,
flavoring,"Ginger, Fresh",,,,,,,,
flavoring,Heather Tips,,,,,,"Used to make historical spiced ales and meads, heather tips have a pleasant bitter flavor and mild aroma to beer.",,
flavoring,Juniper Berries,,,,,,The principal flavoring in gin.,,
flavoring,Lavender,,,,,,"Dried lavender blossoms will add an appealing floral and slightly sweet aroma that's distinctive yet hard to attribute. Use 0.5 - 1 oz per 5 gallons; add to kettle in the last 1 to 10 minutes of the boil. The obvious choice is a light, pale-colored style like American Wheat or Witbier, but lavender can also be used to add a touch of mystery to a dark, malty ale like Belgian Dubbel or brown porter. ",,
flavoring,"Lemon Peel, Fresh",,,,,,,,
flavoring,Licorice Root,,,,,,"Contributes a sweet flavor, not exactly like licorice candy. Improves head retention.",,
flavoring,Licorice Stick,,,,,,"Added during the boil for stouts and other dark, strongly-flavored beers.",,
flavoring,"Mugwort, Dried",,,,,,,,
flavoring,Mulling Spices,,,,,,,,
flavoring,"Orange Peel, Bitter",,,,,,,,
flavoring,"Orange Peel, Fresh",,,,,,,,
flavoring,"Orange Peel, Sweet",,,,,,,,
flavoring,Paradise Seed,,,,,,"Paradise Seeds have a peppery, citrusy, and piney aroma.",,
flavoring,Rose Hips,,,,,,A fruity-tasting herb used in both wine and beer.,,
flavoring,Sarsaparilla,,,,,,,,
flavoring,Spearmint,,,,,,,,
flavoring,Spruce Tips,,,,,,,,
flavoring,Star Anise,,,,,,,,
flavoring,"Vanilla Bean, Bourbon",,,,,,,,
flavoring,"Vanilla Bean, Indian",,,,,,,,
flavoring,"Vanilla Bean, Indonesian",,,,,,,,
flavoring,"Vanilla Bean, Madagascar",,,,,,,,
flavoring,"Vanilla Bean, Mexican",,,,,,,,
flavoring,"Vanilla Bean, Papua New Guinea",,,,,,,,
flavoring,"Vanilla Bean, Tonga",,,,,,,,
flavoring,Wintergreen Leaves,,,,,,,,
flavoring,"Woodruff, Dried",,,,,,,,
flavoring,"Wormwood, Dried",,,,,,,,
yeast,Brewferm Blanche Ale Yeast,,,,72,64ºF – 73ºF,Top-fermenting strain for Belgian witbier. Spicy and lightly phenolic.,,Low
yeast,Brewferm Lager Yeast,,,,76,50ºF – 59ºF,A dry lager yeast. Flocculation: high. Attenuation: high. Ferments clean and malty.,,High
yeast,Coopers Ale Yeast,,,,72,65ºF – 75ºF,"A good all-round yeast for a variety of ales. Produces complex woody, fruity esters at warm temperatures; reported to be more heat tolerant than other strains.",,Medium
yeast,Danstar Abbaye,,,,75,63ºF – 77ºF,"Abbaye is an ale yeast of Belgian origin selected for its ability to produce great Belgian style beers including high gravity beers such as Dubbel, Trippel and Quads. The propagation and drying processes have been specifically designed to deliver high quality beer yeast that can be used simply and reliably to help produce ales of the finest quality. Complex aroma and flavors may include peppery, fruity, banana, clovy, alcoholic, sweet and fruity. Does not display undesirable odors when properly handled.",,Low
yeast,Danstar Belle Saison Yeast,,,,80,63ºF – 77ºF,"Belle Saison is an ale yeast of Belgian origin selected for its ability to produce great Saison-style beer. The propagation and drying processes have been specifically designed to deliver high quality beer yeast that can be used simply and reliably to help produce ales of the finest quality. No colours, preservatives or other unnatural substances have been used in its preparation. The yeast is produced in ISO 9002-certified plants. Quick start and vigorous fermentation, which can be completed in 5 days above 17°C (63°F). High attenuation and high alcohol tolerance. Fermentation rate, fermentation time and degree of attenuation depend on inoculation density, yeast handling, fermentation temperature and nutritional quality of wort. Low flocculation rate; settling can be promoted by cooling and by using fining agents and isinglass. Saison beers are quite unique to brew. During fermentation, cooling is not normally used, allowing temperature of fermentation to increase. Aroma is fruity, spicy and peppery due to ester and phenol production, and does not display undesirable odours when properly handled.",,Low
yeast,Danstar BRY-97 American West Coast Yeast,,,,72.5,62ºF – 72ºF,"BRY-97 American West Coast Yeast was selected from the Siebel Institute Culture Collection and is used by a number of commercial breweries to produce different types of ale. The propagation and drying process have been specifically designed to deliver high quality beer yeast that can be used simply and with reliability to help produce ales of the finest quality. No colours, preservatives or other unnatural substances have been used in its preparation. The yeast is produced in ISO 9002 certified plants. Quick, clean, and well-attenuating are the chief properties of this yeast. It is most comparable to the ""Chico""-style strains. In our experience, this strain stays clean at relatively high temperatures (up to 78F), and flocculation is marginally better than other ""Chico"" strains. Due to the slightly higher flocculation tendencies, it does slightly reduce bittering levels in the finished beer.",,Medium – High
yeast,Danstar CBC-1 Cask and Bottle Conditioned Beer Yeast,,,,,60ºF – 70ºF,"CBC-1 has been especially selected for it's refermentation properties and is recommended for Cask and Bottle Conditioning. CBC-1 referments beers up to 12-14% ABV due to its high resistance to alcohol and pressure; it does not produce flavors therefore conserving the original character of the beer. The yeast will settle and form a tight mat at the end of refermentation. CBC-1 can also be used for primary fermentation and is especially suitable for Champagne-like beers and fruit beers. CBC-1 will ferment and referment within a range of temperature of 15° to 25°C (59° to 77°F). This particular strain has also been extensively tested for high gravity brewing to produce flavored-alcohol beverages. Please inquire at brewing@lallemand.com if you have an interest.",12%,Medium – High
yeast,Danstar Diamond Lager Yeast,,,,74,50ºF – 59ºF,"Diamond Lager yeast originated in Germany and is used by a number of commercial breweries to produce different types of lager.  The aroma and taste are almost neutral and do not display off-flavours when properly handled.  It may tend, because of flocculation, to slightly reduce hop bitter levels.",,Medium – High
yeast,Danstar Munich Wheat Beer Yeast,,,,74,60ºF – 70ºF,Munich German Wheat Beer yeast originated in Bavaria and is used by a number of commercial breweries to produce German-style wheats beers.  Aroma estery to both palate and nose with typical banana notes.,,Low
yeast,Danstar Nottingham Ale Yeast,,,,76,60ºF – 70ºF,"Nottingham British Ale yeast is a single strain selected from a multiple commercial culture used in the UK.  The aroma is slightly estery, almost neutral and does not display malodours when properly handled.  Because of flocculation, it may tend to slightly reduce hop bitter levels.",,Medium – High
yeast,Danstar Windsor Ale Yeast,,,,70,60ºF – 70ºF,"Windsor British Ale yeast originated in the UK and is used by a number of commercial breweries to produce different types of ale.  The aroma is estery to both palate and nose, and is usually described as full bodied, fruity British ale.",,Low
yeast,ECY01 East Coast Yeast BugFarm,,,,,,"A mixed culture of wild yeast and lactic bacteria to emulate sour or wild beers such as lambic-style ales. Over time displays a citrus sourness and barnyard funk profile. Contains yeast (Saccharomyces, Brettanomyces) and lactic bacteria (Lactobacillus, Pediococcus). The Brett population is typically >50% of the culture pitch. The blend of strains change every calendar year for those who like to blend or have solera projects.   The 2014 version contains a wild Saccharomyces yeast, four brett strains, various lactobacilli and Pediococcus. ",,
yeast,ECY02 East Coast Yeast Flemish Ale,,,,,,"A unique blend of yeast and lactic bacteria producing sour beers with leather, fruit, and cherry stone flavors. Perfect for Flemish reds, oud brune, other sour ales. The blend contains a base Belgian yeast, several Brettanomyces, Lactobacilli, and Pediococcus.",,
yeast,ECY03 East Coast Yeast Farmhouse Brett,,,,,,A saison blend (ECY08) with a pure Brettanomyces isolate from a small but fascinating producer of Saison. Can produce a funky and acidic farmhouse ale particularly when a secondary fermentable is added (i.e. priming sugar or fruit).  The amount of aeration will influence the Brett's fermentation as well. The pure Brett strain is also available asECY03-B.,,
yeast,ECY03-B East Coast Yeast Brettanomyces,,,,,,The pure Brett strain is also available asECY03-B.,,
yeast,ECY04 East Coast Yeast Brett Anomala,,,,,,"Originally isolated in beer from Adelaide, Australia. This species displays strong barnyard and gradual acidity over time.",,
yeast,ECY05 East Coast Yeast Brett Bruxellensis,,,,,,"Isolated in Belgian stout and recovered from a cell bank, this bruxellensis strain can be quite funky accompanied by some fruit. May be slow to start. ",,
yeast,ECY07 East Coast Yeast Scottish Heavy,,,,78.5,60ºF – 68ºF,"Leaves a fruity profile with woody, oak esters reminiscent of malt whiskey. Well suited for 90/ shilling or heavier ales including old ales and barleywines due to the level of attenuation.",,
yeast,ECY08 East Coast Yeast Saison Brasserie,,,,80,75ºF – 85ºF,A combination of several saison yeast strains for both fruity and spicy characteristics accompanied with dryness ,,
yeast,ECY09 East Coast Yeast Belgian Abbaye,,,,75,66ºF – 72ºF,"This yeast produces classic Belgian-style ales - robust, estery with a large note of clove and fruit. Rated highly in sensory tests described in ""Brew Like a Monk"" for complexity and low production of higher alcohols.",,
yeast,ECY10 East Coast Yeast Old Newark Ale,,,,76,60ºF – 68ºF,"Sourced from a defunct east coast brewery, this pure strain was identified as their ""ale-pitching yeast"". Good for all styles of American and English ales with high flocculation and a compact sedimentation",,
yeast,ECY11 East Coast Yeast Belgian White,,,,76,70ºF – 76ºF,"Isolated from the Hainaut region in Belgium, this pure yeast will produce flavors reminiscent of witbiers.",,
yeast,ECY12 East Coast Yeast Old Newark Beer,,,,78,58ºF – 68ºF,"Sourced from the same east coast brewery as ECY10, this was identified as their ""beer-pitching yeast"" (i.e. lager yeast). The strain was identified as S. cerevisae, hence it is not a true lager yeast, but can ferment at lager fermentation temperatures. Clean and crisp when fermented at 58-68F",,
yeast,ECY13 East Coast Yeast Belgian Abbaye 2,,,,75,66ºF – 72ºF,"Traditional Belgian yeast with a complex, dry, fruity malt profile. Rated highly in sensory tests described in ""Brew Like a Monk"" for complexity and low production of higher alcohols.",,
yeast,ECY14 East Coast Yeast Saison Single,,,,77,75ºF – 82ºF,"This strain leaves a smooth, full farmhouse character with mild esters reminiscent of apple pie spice.",,
yeast,ECY15 East Coast Yeast Munich Festbier,,,,,46ºF – 54ºF,"From one of the oldest breweries in Munich, this pure strain is recommended for many German lagers such as Helles, Dunkel, and Oktoberfest.",,
yeast,ECY17 East Coast Yeast Burton Union,,,,74,64ºF – 69ºF,"Produces a bold, citrusy character which accentuates mineral and hop flavors. Well suited for classic English pale ales and ESB.",,
yeast,ECY18 East Coast Yeast British Mild,,,,68,60ºF – 68ºF,This yeast has a complex woody ester and is typically under-attenuating (does not ferment malto-triose) leaving a pronounced malt profile with a slight sweetness that is perfect for milds and bitters.,,
yeast,ECY20 East Coast Yeast BugCountry,,,,,,"SEASONAL (OCT-DEC). With over 20 different isolates combined for fermentation to overwhelm the senses, this blend is the mother-bugger for wild ales. Like the BugFarm, Brettanomyces dominants the overall population, however, other wild yeast seen in spontaneous fermentations are also included (such as Pichia  and Kloeckera ).  Several strains of Saccharomyces, Lactobacillus and Pediococcus round out this large and complex culture.",,
yeast,ECY21 East Coast Yeast Kolschbier,,,,76.5,58ºF – 66ºF,"Produces a clean lager-like profile at ale fermentation temperatures. Smooth mineral and malt flavors come through with a clean, lightly yeasty flavor and aroma in the finish.",,
yeast,ECY28 East Coast Yeast Kellerbier,,,,75,46ºF – 54ºF,"This yeast exhibits a clean, crisp lager in the traditional northern German character. Use in German pilsners including Kellerbier.",,
yeast,ECY29 East Coast Yeast Northeast Ale,,,,74,65ºF – 70ºF,"A unique ale yeast with an abundance of citrusy esters accentuating American-style hops in any pale ale, IPA, double IPA.",,Low
yeast,ECY30 East Coast Yeast Brett Naardenensis,,,,,60ºF – 74ºF,A unique species of Brettanomyces that creates an abundance of acidity quickly (some acetic acid likely) and may initially display a mousy-like tainted flavor but dissipates over time leading to ester production with hints of strawberry. Aging up to 6 months is recommended.,,
